source,neighborhood,title,price,url,scraped_at
KPC,Parklands,3-Bedroom Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/58079-3-bedroom-apartment,2026-02-20
KPC,Parklands,4-Bedroom Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/58080-4-bedroom-apartment,2026-02-20
KPC,Parklands,1 Bedroom Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/58164-1-bedroom-apartments,2026-02-20
KPC,Parklands,New Modern 3 Bedrooms Apartment With Dsq,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/58554-new-modern-3-bedrooms-apartment-with-dsq,2026-02-20
KPC,Parklands,New Modern 4 Bedrooms Apartment With Dsq,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/58555-new-modern-4-bedrooms-apartment-with-dsq,2026-02-20
KPC,Parklands,Newly Built 5 Bedrooms Apartment With Dsq,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/58556-newly-built-5-bedrooms-apartment-with-dsq,2026-02-20
KPC,Parklands,4 Bedroom Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/59731-4-bedroom-apartment,2026-02-20
KPC,Parklands,"Luxury Duplex Living Modern Comfort, Security & Lifestyle Amenities",KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/59732-luxury-duplex-living-modern-comfort-security-lifestyle-amenities,2026-02-20
KPC,Parklands,Prime 0.5 Acre Plot,KSh,https://kenyapropertycentre.com/for-sale/land/residential-land/nairobi/parklands/59735-prime-05-acre-plot,2026-02-20
KPC,Parklands,Flat 0.13 Acre Redevelopment Plot In Parklands,KSh,https://kenyapropertycentre.com/for-sale/land/mixed-use-land/nairobi/parklands/60032-flat-013-acre-redevelopment-plot-in-parklands,2026-02-20
KPC,Parklands,4 Bedroom Plus Dsq Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/60057-4-bedroom-plus-dsq-apartments,2026-02-20
KPC,Parklands,Grand 4 Bedroom Duplex Penthouse,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/60265-grand-4-bedroom-duplex-penthouse,2026-02-20
KPC,Parklands,Luxury 1 Bedroom Apartments. Off Plan,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/60285-luxury-1-bedroom-apartments-off-plan,2026-02-20
KPC,Parklands,Luxury 2 Bedroom Apartments. Off Plan,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/60286-luxury-2-bedroom-apartments-off-plan,2026-02-20
KPC,Parklands,Luxury 4-Bedroom Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/60680-luxury-4-bedroom-apartment,2026-02-20
KPC,Parklands,Modern 4 Bedrooms All En Suite Apartment With Dsq,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/60982-modern-4-bedrooms-all-en-suite-apartment-with-dsq,2026-02-20
KPC,Ngara,Plot,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/ngara/15422-plot,2026-02-20
KPC,Ngara,3 Bedrooms,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/ngara/25177-3-bedrooms,2026-02-20
KPC,Ngara,Prime Plot,KSh,https://kenyapropertycentre.com/for-sale/houses/block-of-flats/nairobi/ngara/26894-prime-plot,2026-02-20
KPC,Ngara,Great Investment.,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/ngara/31859-great-investment,2026-02-20
KPC,Ngara,Commercial Property,KSh,https://kenyapropertycentre.com/for-sale/commercial/plaza-complex-mall/nairobi/ngara/32660-commercial-property,2026-02-20
KPC,Ngara,Luxurious Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/ngara/33914-luxurious-apartments,2026-02-20
KPC,Ngara,Furnished 1 Bedroom Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/ngara/43208-furnished-1-bedroom-apartments,2026-02-20
KPC,Ngara,Magnificient 4 Bedroom House In A Gated Community,KSh,https://kenyapropertycentre.com/for-sale/houses/detached-duplexes/nairobi/ngara/52399-magnificient-4-bedroom-house-in-a-gated-community,2026-02-20
KPC,Ngara,New Residential Apartments.,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/self-contained/nairobi/ngara/25881-new-residential-apartments,2026-02-20
KPC,Ngara,0.227 Acre Plot,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/ngara/29125-0227-acre-plot,2026-02-20
KPC,Ngara,Studio Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/ngara/32800-studio-bedroom,2026-02-20
KPC,Ngara,Luxurious Studio,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/ngara/49269-luxurious-studio,2026-02-20
KPC,Ngara,Commercial Building,KSh,https://kenyapropertycentre.com/for-sale/commercial/nairobi/ngara/55617-commercial-building,2026-02-20
KPC,Ngara,Astana Residence,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/ngara/57445-astana-residence,2026-02-20
KPC,Woodley,Prime Quarter Acre Land With 4 Bedrooms Bungalow,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/woodley/51539-prime-quarter-acre-land-with-4-bedrooms-bungalow,2026-02-20
KPC,Woodley,Prime Quarter Acre Land With 4 Bedrooms Bungalow,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/woodley/52089-prime-quarter-acre-land-with-4-bedrooms-bungalow,2026-02-20
KPC,Woodley,Affordable Housing Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/woodley/57871-affordable-housing-apartments,2026-02-20
KPC,Woodley,3 Bedroom With A Dsq,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/woodley/31029-3-bedroom-with-a-dsq,2026-02-20
KPC,Woodley,Affordable Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/woodley/58773-affordable-apartments,2026-02-20
KPC,Woodley,300 Woodley Village Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/woodley/58182-300-woodley-village-apartments,2026-02-20
KPC,Mountain View,Classic 4 Bedroom Detached Duplex,KSh,https://kenyapropertycentre.com/for-sale/houses/detached-duplexes/nairobi/mountain-view/47676-classic-4-bedroom-detached-duplex,2026-02-20
KPC,Mountain View,Spacious 3 Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/mountain-view/32721-spacious-3-bedroom,2026-02-20
KPC,Mountain View,Luxury 4 Bedrooms Plus Dsq In Nairobi Kenya,KSh,https://kenyapropertycentre.com/for-sale/houses/detached-duplexes/nairobi/mountain-view/60144-luxury-4-bedrooms-plus-dsq-in-nairobi-kenya,2026-02-20
KPC,Roysambu,3 Bedroom Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/44653-3-bedroom-apartment,2026-02-20
KPC,Roysambu,5 Bedrooms Plus Dsq,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/roysambu/47003-5-bedrooms-plus-dsq,2026-02-20
KPC,Roysambu,Studio Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/44650-studio-apartment,2026-02-20
KPC,Roysambu,Real Estate Investment Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/51596-real-estate-investment-apartment,2026-02-20
KPC,Roysambu,An Amazing 1 Bedroom In A Cool Environment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/57917-an-amazing-1-bedroom-in-a-cool-environment,2026-02-20
KPC,Roysambu,"Off-Plan Affordable Studio, 1 Bedroom Apartments",KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/14444-off-plan-affordable-studio-1-bedroom-apartments,2026-02-20
KPC,Roysambu,1 Bedroom Duplex Apartments.,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/36578-1-bedroom-duplex-apartments,2026-02-20
KPC,Roysambu,4 Bedroom House In A Gated Community,KSh,https://kenyapropertycentre.com/for-sale/houses/townhouses/nairobi/roysambu/47850-4-bedroom-house-in-a-gated-community,2026-02-20
KPC,Roysambu,2 Bedrooms Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/44994-2-bedrooms-apartment,2026-02-20
KPC,Roysambu,Luxurious 1 Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/51255-luxurious-1-bedroom,2026-02-20
KPC,Roysambu,Luxurious 2 Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/51256-luxurious-2-bedroom,2026-02-20
KPC,Roysambu,Luxurious 3 Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/51257-luxurious-3-bedroom,2026-02-20
KPC,Roysambu,One Bedroom Apartment Worthy Your Investment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/51776-one-bedroom-apartment-worthy-your-investment,2026-02-20
KPC,Roysambu,Luxurious 2 Bedrooms Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/54840-luxurious-2-bedrooms-apartments,2026-02-20
KPC,Roysambu,Secure & Peaceful Living Environment 4 Bedrooms,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/54844-secure-peaceful-living-environment-4-bedrooms,2026-02-20
KPC,Roysambu,Affordable Studio & 1-Bedroom Apartments With High Roi,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/roysambu/57732-affordable-studio-1-bedroom-apartments-with-high-roi,2026-02-20
KPC,Roysambu,Apartments At Garden Estate,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/self-contained/nairobi/roysambu/59071-apartments-at-garden-estate,2026-02-20
KPC,Roysambu,Studio Bedroom Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/self-contained/nairobi/roysambu/59244-studio-bedroom-apartments,2026-02-20
KPC,Roysambu,4 Bedroom House Plus Dsq,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/roysambu/60259-4-bedroom-house-plus-dsq,2026-02-20
KPC,Kasarani,0.28 Acre Of Land,KSh,https://kenyapropertycentre.com/for-sale/land/residential-land/nairobi/kasarani/49398-028-acre-of-land,2026-02-20
KPC,Kasarani,Spacious Studio,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kasarani/52209-spacious-studio,2026-02-20
KPC,Kasarani,Spacious 1 Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kasarani/52210-spacious-1-bedroom,2026-02-20
KPC,Kasarani,A Prime 6.5 Acres In A Cool Environment,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/kasarani/57929-a-prime-65-acres-in-a-cool-environment,2026-02-20
KPC,Kasarani,Prime Commercial Property,KSh,https://kenyapropertycentre.com/for-sale/land/commercial-land/nairobi/kasarani/59888-prime-commercial-property,2026-02-20
KPC,Kasarani,Luxurious Studio 1 & 2 Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kasarani/33865-luxurious-studio-1-2-bedroom,2026-02-20
KPC,Kasarani,Luxurious 2 Bedroom Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kasarani/34710-luxurious-2-bedroom-apartment,2026-02-20
KPC,Kasarani,Hotel,KSh,https://kenyapropertycentre.com/for-sale/commercial/nairobi/kasarani/36427-hotel,2026-02-20
KPC,Kasarani,Epic Bedsitters,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kasarani/55605-epic-bedsitters,2026-02-20
KPC,Kasarani,Land,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/kasarani/55954-land,2026-02-20
KPC,Kasarani,Safari Pride Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kasarani/56060-safari-pride-apartments,2026-02-20
KPC,Kasarani,Ikhaya Sunrise Aptartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kasarani/57406-ikhaya-sunrise-aptartment,2026-02-20
KPC,Kasarani,1 Bedroom Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kasarani/57476-1-bedroom-apartment,2026-02-20
KPC,Kasarani,3 Bedroom Plus Dsq Bangalow,KSh,https://kenyapropertycentre.com/for-sale/houses/semi-detached-bungalows/nairobi/kasarani/61004-3-bedroom-plus-dsq-bangalow,2026-02-20
KPC,Embakasi,Three Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/embakasi/42321-three-bedroom,2026-02-20
KPC,Embakasi,"21,000 Sq Ft Standalone Warehouse",KSh,https://kenyapropertycentre.com/for-sale/commercial/warehouses/nairobi/embakasi/industrial-area/42650-21000-sq-ft-standalone-warehouse,2026-02-20
KPC,Embakasi,Three Bedrooms Plus Dsq Townhouses,KSh,https://kenyapropertycentre.com/for-sale/houses/townhouses/nairobi/embakasi/47294-three-bedrooms-plus-dsq-townhouses,2026-02-20
KPC,Embakasi,2.66 Acre Plot,KSh,https://kenyapropertycentre.com/for-sale/land/industrial-land/nairobi/embakasi/industrial-area/48819-266-acre-plot,2026-02-20
KPC,Embakasi,Smart Investment Opportunity Warehouse,KSh,https://kenyapropertycentre.com/for-sale/commercial/warehouses/nairobi/embakasi/industrial-area/52123-smart-investment-opportunity-warehouse,2026-02-20
KPC,Embakasi,3 Bedroom Extension House,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/embakasi/55247-3-bedroom-extension-house,2026-02-20
KPC,Embakasi,4-Bedroom All-Ensuite Home,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/embakasi/60003-4-bedroom-all-ensuite-home,2026-02-20
KPC,Embakasi,Spacious Well Maintained 3 Bedroom Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/embakasi/18144-spacious-well-maintained-3-bedroom-apartment,2026-02-20
KPC,Embakasi,4.5 Acres Of Land For Commercial/Industrial Development,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/embakasi/30739-45-acres-of-land-for-commercialindustrial-development,2026-02-20
KPC,Embakasi,Twin 3 Bedroom Houses,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/embakasi/33850-twin-3-bedroom-houses,2026-02-20
KPC,Embakasi,3-Bedroom Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/embakasi/38555-3-bedroom-apartment,2026-02-20
KPC,Embakasi,Quick Deal; Furnished Studio Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/embakasi/39470-quick-deal-furnished-studio-apartment,2026-02-20
KPC,Embakasi,Godown Available With An Operational Dry Cleaning Business And Machine,KSh,https://kenyapropertycentre.com/for-sale/commercial/factories/nairobi/embakasi/industrial-area/39672-godown-available-with-an-operational-dry-cleaning-business-and-machine,2026-02-20
KPC,Embakasi,Spacious 3 Bedrooms Master Ensuite Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/embakasi/41790-spacious-3-bedrooms-master-ensuite-apartment,2026-02-20
KPC,Embakasi,3 Bedroom Master Ensuite Maisonette,KSh,https://kenyapropertycentre.com/for-sale/houses/semi-detached-duplexes/nairobi/embakasi/44061-3-bedroom-master-ensuite-maisonette,2026-02-20
KPC,Embakasi,"Fully Furnished King 1 Bedroom -- 53sqm, 5 Minutes To Jkia Dg",KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/embakasi/46938-fully-furnished-king-1-bedroom-53sqm-5-minutes-to-jkia-dg,2026-02-20
KPC,Embakasi,4 Bedroom Villas Where Elegance Meets Luxury,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/embakasi/54035-4-bedroom-villas-where-elegance-meets-luxury,2026-02-20
KPC,Embakasi,3 Bedrooms Ensuite Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/embakasi/56914-3-bedrooms-ensuite-apartment,2026-02-20
KPC,Embakasi,"24,000 Sq Ft Warehouse On Half Acre",KSh,https://kenyapropertycentre.com/for-sale/commercial/warehouses/nairobi/embakasi/industrial-area/57753-24000-sq-ft-warehouse-on-half-acre,2026-02-20
KPC,Embakasi,Spacious 3 Bedroom Units,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/embakasi/57961-spacious-3-bedroom-units,2026-02-20
KPC,Imara Daima,Three Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/imara-daima/48888-three-bedroom,2026-02-20
KPC,Imara Daima,Keza Luxurious Urban Oasis Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/imara-daima/54048-keza-luxurious-urban-oasis-apartments,2026-02-20
KPC,Imara Daima,High-Return Commercial Property Investment,KSh,https://kenyapropertycentre.com/for-sale/commercial/warehouses/nairobi/imara-daima/54018-high-return-commercial-property-investment,2026-02-20
KPC,Nyayo Estate,Three (3) Bedroom Apartment On Ground Floor,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/embakasi/40683-three-3-bedroom-apartment-on-ground-floor,2026-02-20
KPC,Ruai,Prime Commercial Property,KSh,https://kenyapropertycentre.com/for-sale/land/commercial-land/nairobi/ruai/59993-prime-commercial-property,2026-02-20
KPC,Ruai,Prime Plot,KSh,https://kenyapropertycentre.com/for-sale/land/mixed-use-land/nairobi/ruai/59891-prime-plot,2026-02-20
KPC,Ruai,Limited 3 Bedroom All Ensuite In A Gated Community (Offplan),KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/ruai/30807-limited-3-bedroom-all-ensuite-in-a-gated-community-offplan,2026-02-20
KPC,Ruai,Luxurious Bungalow House,KSh,https://kenyapropertycentre.com/for-sale/houses/terraced-bungalows/nairobi/ruai/59796-luxurious-bungalow-house,2026-02-20
KPC,Ruai,3 Bedrooms House On Half An Acre,KSh,https://kenyapropertycentre.com/for-sale/houses/detached-bungalows/nairobi/ruai/59893-3-bedrooms-house-on-half-an-acre,2026-02-20
KPC,Ruai,Prime 1/4 Acre Plot,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/ruai/31834-prime-14-acre-plot,2026-02-20
KPC,Ruai,Prime Residential 50 X 100 Plot,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/ruai/52691-prime-residential-50-x-100-plot,2026-02-20
KPC,Ruai,Prime Land,KSh,https://kenyapropertycentre.com/for-sale/land/mixed-use-land/nairobi/ruai/59706-prime-land,2026-02-20
KPC,Ruai,Prime 100 By 100 Plot,KSh,https://kenyapropertycentre.com/for-sale/land/nairobi/ruai/30276-prime-100-by-100-plot,2026-02-20
KPC,Ruai,Luxury 3 Bedroom All Ensuite In A Gated Community,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/ruai/27601-luxury-3-bedroom-all-ensuite-in-a-gated-community,2026-02-20
KPC,Ruai,Modern 3 Bedroom All Ensuite,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/ruai/28368-modern-3-bedroom-all-ensuite,2026-02-20
KPC,Githurai,Prime 38 Acres For Commercial And Residential Development,KSh,https://kenyapropertycentre.com/for-sale/commercial/plaza-complex-mall/nairobi/githurai/githurai-45/49303-prime-38-acres-for-commercial-and-residential-development,2026-02-20
KPC,Githurai,Prime Plot,KSh,https://kenyapropertycentre.com/for-sale/land/commercial-land/nairobi/githurai/59794-prime-plot,2026-02-20
KPC,Garden Estate,Elegant 5-Bedroom Luxury Home With Private Pool,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/muthaiga/muthaiga-north/57437-elegant-5-bedroom-luxury-home-with-private-pool,2026-02-20
KPC,Garden Estate,Elegant 4 Bedrooms Home,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/westlands/runda/59267-elegant-4-bedrooms-home,2026-02-20
KPC,Garden Estate,4 Acres Of Land For Development,KSh,https://kenyapropertycentre.com/for-sale/land/residential-land/nairobi/thindigua/50427-4-acres-of-land-for-development,2026-02-20
KPC,Garden Estate,0.5-Acre Plot For Development,KSh,https://kenyapropertycentre.com/for-sale/land/residential-land/nairobi/thindigua/51466-05-acre-plot-for-development,2026-02-20
KPC,Garden Estate,Spacious 2 Bedroom Apartment,$,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/parklands/31511-spacious-2-bedroom-apartment,2026-02-20
KPC,Garden Estate,Magnificent 5 Bedroom House All Ensuite Dsq On Half Acre,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/nairobi-central/53304-magnificent-5-bedroom-house-all-ensuite-dsq-on-half-acre,2026-02-20
KPC,Garden Estate,Amazing 4 Bedroom House All Ensuite On Quarter Acre,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/nairobi-central/53638-amazing-4-bedroom-house-all-ensuite-on-quarter-acre,2026-02-20
KPC,Garden Estate,Magnificent 5 Bedroom House All Ensuite Dsq On Half Acre,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/nairobi-central/53641-magnificent-5-bedroom-house-all-ensuite-dsq-on-half-acre,2026-02-20
KPC,Garden Estate,Magnificent 5 Bedroom House All Ensuite Dsq On Half Acre.,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/nairobi-central/54283-magnificent-5-bedroom-house-all-ensuite-dsq-on-half-acre,2026-02-20
KPC,Garden Estate,Amazing 5 Bedroom House All Ensuite Dsq On Half Acre In Garden Estate.,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/nairobi-central/58657-amazing-5-bedroom-house-all-ensuite-dsq-on-half-acre-in-garden-estate,2026-02-20
KPC,Garden Estate,Amazing 5 Bedroom House All Ensuite Dsq On Half Acre.,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/nairobi-central/58890-amazing-5-bedroom-house-all-ensuite-dsq-on-half-acre,2026-02-20
KPC,Garden Estate,Amazing 4 Bedroom House All Ensuite On Quarter Acre In Garden Estate.,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/nairobi-central/58898-amazing-4-bedroom-house-all-ensuite-on-quarter-acre-in-garden-estate,2026-02-20
KPC,Garden Estate,Amazing 4 Bedroom House All Ensuite On Quarter Acre,KSh,https://kenyapropertycentre.com/for-sale/houses/nairobi/nairobi-central/60722-amazing-4-bedroom-house-all-ensuite-on-quarter-acre,2026-02-20
KPC,Kahawa West,Income Generating Accommodation Rooms & Bar.,KSh,https://kenyapropertycentre.com/for-sale/commercial/nairobi/kahawa-west/55026-income-generating-accommodation-rooms-bar,2026-02-20
KPC,Kahawa West,Elegant Urban Living; 2-Bedroom Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kahawa-west/56406-elegant-urban-living-2-bedroom-apartments,2026-02-20
KPC,Kahawa West,Income Generating Block Of Flat,KSh,https://kenyapropertycentre.com/for-sale/commercial/nairobi/kahawa-west/58840-income-generating-block-of-flat,2026-02-20
KPC,Kahawa West,Income Generating Block Of Flat,KSh,https://kenyapropertycentre.com/for-sale/commercial/nairobi/kahawa-west/60638-income-generating-block-of-flat,2026-02-20
KPC,Kahawa West,Superlative 2 Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kahawa-west/34315-superlative-2-bedroom,2026-02-20
KPC,Kahawa West,Luxurious 3 Bedrooms,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kahawa-west/55964-luxurious-3-bedrooms,2026-02-20
KPC,Kahawa West,Income Generating Block Of Flats,KSh,https://kenyapropertycentre.com/for-sale/commercial/nairobi/kahawa-west/58359-income-generating-block-of-flats,2026-02-20
KPC,Kahawa West,4 Bedroom Apartment With Dsq,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kahawa-west/60554-4-bedroom-apartment-with-dsq,2026-02-20
KPC,Kahawa North,Off Plan Project.,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/kahawa-north/51423-off-plan-project,2026-02-20
KPC,Riruta,Prime Plot,KSh,https://kenyapropertycentre.com/for-sale/land/mixed-use-land/nairobi/riruta/60292-prime-plot,2026-02-20
KPC,Riruta,2 Bedroom Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/60097-2-bedroom-apartments,2026-02-20
KPC,Riruta,Three Bedroom Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/57465-three-bedroom-apartments,2026-02-20
KPC,Riruta,Studio Apartments Near The Junction Mall,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/self-contained/nairobi/riruta/55579-studio-apartments-near-the-junction-mall,2026-02-20
KPC,Riruta,Studio Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/self-contained/nairobi/riruta/55569-studio-apartments,2026-02-20
KPC,Riruta,Two Bedroom Apartments Near The Junction Mall,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/54736-two-bedroom-apartments-near-the-junction-mall,2026-02-20
KPC,Riruta,Affordable One Bedroom Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/54735-affordable-one-bedroom-apartments,2026-02-20
KPC,Riruta,Studio Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/self-contained/nairobi/riruta/54734-studio-apartments,2026-02-20
KPC,Riruta,2 Bedrooms,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/52586-2-bedrooms,2026-02-20
KPC,Riruta,1 Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/52585-1-bedroom,2026-02-20
KPC,Riruta,Studio Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/52584-studio-apartments,2026-02-20
KPC,Riruta,Spacious 2 Bedrooms All Ensuite Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/42187-spacious-2-bedrooms-all-ensuite-apartments,2026-02-20
KPC,Riruta,Luxurious Studios,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/41326-luxurious-studios,2026-02-20
KPC,Riruta,Furnished Studio Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/34879-furnished-studio-apartment,2026-02-20
KPC,Riruta,Studio Apartment - Ready Tenants,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/self-contained/nairobi/riruta/47881-studio-apartment-ready-tenants,2026-02-20
KPC,Riruta,"Apartments Near The Junction Mall: Studios, One & Two Bedrooms",KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/self-contained/nairobi/riruta/47365-apartments-near-the-junction-mall-studios-one-two-bedrooms,2026-02-20
KPC,Riruta,Studio Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/47318-studio-apartments,2026-02-20
KPC,Riruta,Studio Apartments,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/self-contained/nairobi/riruta/42279-studio-apartments,2026-02-20
KPC,Riruta,Studio Apartment,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta/36374-studio-apartment,2026-02-20
KPC,Riruta Satellite,Studio Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta-satellite/29366-studio-bedroom,2026-02-20
KPC,Riruta Satellite,Luxurious Studio Bedroom,KSh,https://kenyapropertycentre.com/for-sale/flats-apartments/nairobi/riruta-satellite/31282-luxurious-studio-bedroom,2026-02-20
